x,y,z,samples
5.534,-13.295,-23.919,2288786
3.679,-8.556,-24.563,2288787
1.739,-11.604,-23.241,2288788
2.923,-9.414,-23.917,2288789
3.808,-8.334,-24.503,2288790
4.915,-11.808,-24.874,2288791
3.13,-8.363,-23.523,2288792
1.419,-10.951,-22.895,2288794
2.109,-12.403,-23.257,2288795
3.658,-6.514,-23.296,2288796
4.101,-10.874,-24.517,2288797
2.89,-7.616,-22.575,2288798
3.522,-6.32,-23.01,2288799
1.868,-9.522,-22.609,2288800
1.659,-11.561,-23.217,2288801
1.878,-12.139,-23.316,2288802
1.415,-11.688,-23.057,2288805
1.809,-11.91,-23.302,2288806
2.201,-10.798,-23.368,2288807
3.691,-6.587,-23.396,2288808
3.798,-7.319,-23.97,2288809
1.86,-13.289,-22.739,2288810
1.452,-11.07,-22.963,2288811
5.38,-11.331,-24.268,2288813
3.34,-8.191,-22.247,2288814
6.874,-11.979,-23.215,2288815
7.816,-12.823,-22.803,2288816
6.284,-11.475,-23.275,2288817
6.582,-11.489,-22.991,2288819
7.812,-12.896,-22.67,2288822
5.976,-10.773,-23.326,2288824
5.915,-12.357,-23.23,2288825
7.153,-13.81,-23.371,2288826
6.828,-12.007,-22.949,2288827
6.623,-13.336,-23.984,2288828
5.307,-11.445,-24.433,2288829
6.873,-13.481,-23.606,2288830
6.179,-12.235,-24.324,2288831
4.442,-9.031,-23.068,2288832
7.372,-12.4,-23.029,2288833
-0.971,-19.051,-11.327,2288836
6.989,-13.661,-23.407,2288837
8.188,-12.796,-23.228,2288838
7.144,-12.347,-22.83,2288839
6.994,-12.266,-23.095,2288840
8.171,-12.618,-23.192,2288841
7.43,-13.052,-23.377,2288842
6.756,-12.867,-23.982,2288843
5.243,-10.717,-24.472,2288844
6.524,-11.75,-23.27,2288845
5.724,-11.153,-24.272,2288846
7.675,-13.914,-22.723,2288848
4.275,-11.861,-24.837,2288849
5.293,-9.597,-23.33,2288852
5.403,-10.136,-23.956,2288853
8.185,-12.751,-23.3,2288854
7.302,-12.975,-23.61,2288855
7.819,-13.221,-23.175,2288856
6.615,-12.287,-23.571,2288857
5.254,-11.837,-24.069,2288858
8.115,-12.327,-23.278,2288859
7.626,-12.654,-22.753,2288860
7.417,-12.529,-22.663,2288861
7.747,-12.968,-22.824,2288862
7.679,-12.782,-22.91,2288863
7.916,-13.143,-22.749,2288866
7.891,-13.236,-22.824,2288867
7.757,-13.016,-22.851,2288868
7.773,-12.596,-23.205,2288869
7.747,-12.949,-22.783,2288870
7.578,-12.873,-22.738,2288871
7.233,-12.505,-23.003,2288872
6.951,-12.662,-23.127,2288873
7.886,-13.028,-22.759,2288875
3.356,-8.76,-22.231,2288876
7.896,-13.044,-22.832,2288877
7.941,-13.128,-22.83,2288878
3.499,-8.882,-22.248,2288879
18.258,-12.896,-10.77,2288880
7.072,-13.423,-23.616,2288881
6.487,-11.526,-23.197,2288882
7.667,-13.055,-22.859,2288883
7.223,-11.974,-22.938,2288885
7.986,-13.033,-23.024,2288886
5.228,-9.937,-23.687,2288887
4.592,-9.075,-22.567,2288888
7.77,-13.23,-22.835,2288889
7.337,-12.334,-22.739,2288890
7.89,-13.242,-22.871,2288891
6.994,-11.848,-23.268,2288892
7.905,-13.099,-22.845,2288893
5.167,-10.049,-23.87,2288894
7.904,-13.027,-22.694,2288895
7.637,-13.163,-22.917,2288898
6.606,-12.236,-23.676,2288899
6.998,-12.786,-24.003,2288900
4.532,-9.481,-22.993,2288901
6.4,-11.155,-23.123,2288902
6.684,-12.793,-23.883,2288903
7.823,-13.142,-22.911,2288904
5.975,-10.723,-23.246,2288905
6.484,-13.194,-24.032,2288906
7.33,-13.62,-23.596,2288908
5.691,-11.302,-24.288,2288909
3.994,1.424,-12.259,2288910
4.741,-10.441,-24.495,2288911
3.796,-9.274,-23.735,2288912
4.953,-11.01,-24.562,2288913
5.193,-11.416,-24.607,2288914
6.273,-12.57,-24.356,2288915
5.848,-12.074,-24.479,2288916
6.002,-13.142,-24.728,2288917
4.329,-10.387,-24.338,2288918
5.305,-12.469,-24.533,2288919
6.782,-12.53,-24.259,2288920
3.471,-7.912,-22.899,2288921
4.197,-9.472,-24.19,2288922
3.021,-8.268,-22.438,2288923
6.565,-11.622,-24.635,2288924
8.171,-14.241,-22.12,2288925
6.022,-12.88,-24.601,2288926
4.889,-9.037,-23.462,2288927
5.493,-10.285,-23.978,2288928
4.293,-10.074,-24.11,2288929
4.279,-8.997,-23.293,2288930
6.244,-12.717,-24.605,2288931
6.548,-12.749,-24.546,2288932
4.26,-9.452,-23.668,2288933
4.802,-10.622,-24.664,2288934
6.075,-12.424,-24.34,2288935
5.555,-11.324,-24.47,2288936
6.396,-12.432,-24.496,2288937
4.498,-9.525,-23.603,2288938
5.515,-12.004,-24.802,2288939
6.551,-12.805,-24.388,2288940
4.813,-9.178,-23.378,2288941
7.146,-13.012,-23.772,2288943
4.61,-10.346,-24.304,2288944
6.124,-13.223,-24.249,2288945
4.653,-11.696,-24.845,2288946
6.716,-13.066,-24.39,2288947
4.86,-10.331,-24.347,2288948
6.488,-11.684,-24.43,2288949
5.047,-10.187,-23.943,2288950
5.477,-11.345,-24.508,2288951
4.872,-11.319,-24.804,2288952
6.086,-11.619,-24.757,2288953
2.577,-8.427,-22.591,2288955
6.81,-11.985,-24.036,2288956
7.225,-13.549,-23.493,2288957
6.226,-12.249,-25.026,2288958
6.916,-13.162,-24.025,2288959
6.96,-13.447,-23.803,2288960
4.661,-10.737,-24.717,2288961
6.016,-12.346,-24.547,2288962
4.337,-9.078,-23.562,2288963
4.355,-10.17,-24.62,2288964
6.389,-13.028,-24.099,2288965
6.85,-13.112,-23.965,2288966
6.059,-12.312,-24.653,2288967
6.066,-12.721,-24.383,2288968
6.768,-12.721,-24.616,2288969
5.331,-12.074,-24.698,2288970
6.448,-12.959,-24.077,2288971
6.549,-12.774,-23.57,2288972
4.217,-10.306,-24.515,2288973
5.466,-10.245,-23.758,2288974
8.323,-14.299,-22.011,2288975
6.277,-13.124,-24.246,2288976
4.292,-9.472,-23.87,2288977
6.738,-11.819,-24.432,2288978
4.893,-10.395,-24.275,2288979
6.344,-13.102,-23.92,2288980
7.001,-13.372,-23.938,2288981
7.879,-13.879,-22.458,2288982
3.232,-7.656,-22.467,2288984
6.08,-12.848,-24.183,2288985
5.529,-12.256,-24.552,2288986
6.877,-13.54,-23.791,2288987
4.398,-8.858,-23.332,2288988
7.414,-13.251,-23.509,2288989
6.164,-12.326,-24.657,2288990
5.101,-12.03,-24.909,2288992
5.742,-12.342,-24.57,2288993
5.869,-12.565,-24.604,2288994
5.98,-12.384,-24.736,2288995
4.323,-9.85,-24.303,2288996
5.701,-12.161,-25.081,2288997
6.07,-12.604,-24.366,2288998
5.464,-12.396,-24.236,2288999
4.974,-11.133,-24.87,2289000
5.654,-11.352,-24.403,2289001
6.469,-13.33,-23.831,2289002
6.104,-12.703,-24.53,2289003
7.771,-13.028,-23.482,2289004
7.27,-13.471,-23.485,2289005
7.478,-13.423,-23.475,2289006
5.162,-10.096,-23.941,2289007
6.882,-12.92,-24.047,2289008
6.537,-13.442,-24.315,2289009
4.542,-10.328,-24.391,2289010
7.823,-13.194,-23.103,2289011
7.054,-12.965,-24.025,2289012
7.124,-12.838,-23.946,2289013
2.74,-13.905,-22.644,2289014
7.172,-13.306,-23.567,2289016
5.759,-13.028,-24.253,2289017
6.067,-12.216,-24.052,2289018
4.293,1.408,-12.092,2289019
5.76,-11.903,-24.556,2289020
7.215,-13.453,-23.609,2289021
7.312,-13.141,-23.415,2289022
7.062,-13.409,-23.726,2289023
6.58,-11.526,-23.322,2289024
6.867,-12.694,-23.855,2289025
5.985,-12.633,-24.528,2289026
5.594,-12.733,-24.299,2289027
6.019,-12.114,-24.416,2289028
5.711,-10.212,-23.58,2289029
6.516,-12.87,-24.6,2289030
4.317,-9.603,-24.191,2289031
7.61,-13.324,-23.196,2289032
7.667,-12.741,-23.73,2289033
4.978,-9.419,-23.522,2289034
7.342,-13.748,-23.324,2289035
7.332,-13.203,-23.663,2289036
7.062,-12.733,-23.983,2289037
5.841,-11.984,-24.421,2289038
6.181,-13.452,-24.115,2289039
6.956,-11.715,-24.073,2289040
4.004,-8.677,-22.841,2289041
5.993,-10.345,-23.339,2289042
7.341,-13.855,-23.333,2289043
7.331,-13.231,-23.765,2289044
7.421,-13.17,-23.482,2289045
3.182,-8.122,-22.508,2289046
3.479,-8.633,-22.401,2289047
6.332,-11.462,-23.853,2289048
7.328,-12.997,-23.4,2289049
5.656,-11.234,-24.499,2289050
6.703,-13.434,-24.385,2289051
5.819,-11.619,-24.361,2289052
5.773,-11.629,-24.435,2289053
7.884,-13.172,-22.812,2289054
7.104,-13.482,-23.766,2289055
6.828,-13.35,-23.87,2289056
7.214,-13.308,-23.668,2289057
6.662,-12.429,-23.824,2289058
6.002,-11.89,-24.387,2289059
7.848,-13.007,-23.117,2289060
6.644,-13.634,-23.748,2289061
6.243,-12.639,-24.243,2289062
7.377,-13.347,-23.406,2289063
5.179,-12.934,-24.449,2289064
3.628,-8.836,-22.366,2289065
6.436,-12.562,-24.327,2289067
5.728,-12.558,-24.535,2289068
6.967,-11.682,-24.063,2289069
7.08,-12.989,-23.779,2289070
7.025,-12.661,-24.213,2289071
6.099,-11.887,-24.341,2289072
6.901,-12.754,-23.611,2289073
5.34,-11.388,-24.657,2289074
4.814,-9.734,-23.754,2289076
7.233,-12.766,-22.926,2289077
7.129,-13.402,-23.606,2289078
7.732,-13.082,-23.066,2289079
6.681,-12.938,-24.084,2289080
7.338,-12.242,-23.429,2289081
7.883,-13.64,-22.621,2289082
7.067,-13.546,-23.745,2289083
7.342,-13.44,-23.393,2289084
4.273,-9.156,-23.439,2289085
5.367,-12.271,-24.589,2289086
5.93,-12.024,-24.143,2289087
6.556,-12.043,-23.561,2289088
7.59,-13.482,-23.168,2289089
7.743,-13.29,-23.262,2289090
6.498,-13.222,-23.924,2289091
4.211,-9.09,-23.281,2289092
7.184,-13.434,-23.596,2289093
5.759,-11.8,-24.393,2289094
3.809,-10.578,-24.424,2289095
5.642,-11.317,-24.472,2289096
7.454,-13.66,-23.364,2289097
4.181,-10.412,-24.242,2289098
4.976,-9.956,-23.895,2289099
4.238,-9.987,-24.122,2289100
4.235,1.341,-12.195,2289101
4.125,-10.367,-24.939,2289102
6.388,-12.767,-24.245,2289103
3.272,-7.234,-22.907,2289104
5.201,-11.566,-25.141,2289105
5.983,-12.957,-24.492,2289106
6.257,-12.263,-24.386,2289107
5.547,-11.766,-25.132,2289108
5.002,-11.276,-24.776,2289109
4.286,-11.649,-24.449,2289110
8.145,-14.318,-22.022,2289111
8.021,-14.067,-22.29,2289112
6.422,-12.603,-24.979,2289113
3.365,-10.302,-24.119,2289114
5.345,-12.61,-24.77,2289115
4.585,-10.305,-24.285,2289116
6.278,-11.814,-24.683,2289117
3.303,-9.104,-23.362,2289118
5.787,-13.205,-24.432,2289119
4.262,-10.069,-24.372,2289120
5.878,-13.015,-24.197,2289121
4.655,-10.114,-25.419,2289122
18.31,-13.517,-10.724,2289123
6.029,-13.015,-24.574,2289124
7.204,-13.324,-23.903,2289125
5.407,-12.097,-24.924,2289126
5.908,-11.472,-24.031,2289127
6.005,-12.972,-24.57,2289128
4.642,-10.174,-23.848,2289129
6.414,-13.481,-24.009,2289130
4.132,-9.459,-23.686,2289131
17.636,-18.452,-9.222,2289132
6.347,-12.714,-24.41,2289133
6.165,-13.407,-24.295,2289134
5.476,-12.567,-24.27,2289135
4.288,-8.943,-23.322,2289136
6.193,-12.385,-24.575,2289137
3.916,-10.586,-24.613,2289138
6.919,-11.804,-23.572,2289140
7.064,-12.335,-23.989,2289141
5.997,-11.13,-24.532,2289142
6.351,-12.241,-24.281,2289143
4.244,-10.351,-25.107,2289144
6.696,-12.867,-24.514,2289145
5.973,-12.728,-24.275,2289146
4.367,1.389,-12.164,2289147
6.782,-13.777,-23.792,2289148
8.266,-14.322,-22.016,2289149
6.27,-12.532,-24.442,2289150
6.453,-12.886,-24.221,2289151
5.188,-10.148,-23.885,2289152
6.445,-13.233,-23.56,2289153
5.896,-12.069,-24.484,2289154
3.88,-8.938,-22.966,2289155
5.577,-12.042,-24.633,2289156
5.256,-12.932,-24.435,2289158
6.343,-13.755,-23.938,2289159
7.078,-13.5,-24.08,2289160
8.215,-14.325,-21.961,2289161
2.937,-8.275,-22.553,2289162
6.416,-12.328,-24.232,2289163
6.134,-12.471,-24.422,2289164
6.191,-13.394,-24.338,2289165
5.659,-13.019,-24.508,2289166
7.105,-13.122,-23.916,2289167
5.203,-12.477,-24.676,2289168
5.438,-10.886,-24.452,2289169
6.339,-13.319,-24.316,2289170
5.76,-12.679,-24.186,2289171
6.06,-11.894,-24.376,2289172
6.142,-13.485,-24.121,2289173
5.253,-11.734,-24.832,2289174
6.134,-13.048,-24.105,2289175
5.458,-10.786,-24.659,2289176
5.875,-12.434,-24.928,2289177
7.362,-13.036,-24.134,2289179
6.239,-13.074,-23.709,2289180
2.79,-8.281,-22.452,2289181
4.568,-10.05,-25.41,2289182
7.316,-13.32,-23.055,2289183
3.91,-9.578,-24.92,2289184
4.48,-9.413,-23.536,2289185
4.867,-11.699,-24.586,2289186
6.176,-12.517,-24.502,2289187
6.511,-12.775,-24.439,2289188
3.388,-8.473,-22.549,2289189
6.719,-12.57,-24.483,2289191
5.706,-10.532,-24.359,2289192
5.469,-12.678,-24.662,2289193
3.982,-9.76,-23.995,2289194
7.327,-13.15,-23.602,2289195
6.229,-12.364,-24.206,2289196
7.116,-13.154,-24.338,2289197
6.461,-12.603,-24.705,2289198
7.066,-13.221,-23.796,2289199
6.569,-13.595,-24.151,2289200
6.961,-13.12,-23.73,2289201
6.299,-13.195,-24.844,2289202
6.643,-13.808,-23.849,2289203
4.691,-12.808,-24.681,2289204
7.211,-13.173,-23.91,2289205
6,-11.424,-24.381,2289206
6.539,-12.922,-24.245,2289207
8.247,-14.317,-22.01,2289208
4.659,-10.382,-24.299,2289209
6.087,-13.257,-24.117,2289210
4.99,-12.202,-24.49,2289211
5.454,-12.342,-24.581,2289212
5.333,-10.932,-24.466,2289213
5.618,-11.708,-24.597,2289214
6.782,-13.423,-23.95,2289215
4.162,-10.302,-24.444,2289216
5.351,-11.605,-24.671,2289217
6.388,-12.595,-24.681,2289218
6.003,-12.795,-24.677,2289219
4.102,-10.705,-24.316,2289220
6.293,-12.515,-24.63,2289221
5.137,-10.779,-24.638,2289222
7.309,-13.283,-23.727,2289223
6.379,-13.66,-23.711,2289224
6.365,-11.857,-24.783,2289225
5.222,-9.938,-23.716,2289226
6.647,-13.025,-23.82,2289227
7.077,-13.604,-23.779,2289228
5.5,-9.7,-23.524,2289229
6.001,-13.222,-24.208,2289230
6.734,-13.151,-23.934,2289231
7.866,-13.747,-22.631,2289232
6.993,-13.687,-23.687,2289233
4.694,-11.97,-24.505,2289234
3.907,-8.946,-23.116,2289236
6.868,-13.393,-23.957,2289237
6.485,-12.624,-24.636,2289238
5.029,-12.954,-24.554,2289239
2.689,-8.472,-22.481,2289240
6.4,-13.18,-24.463,2289241
6.144,-12.47,-24.242,2289242
2.973,-8.269,-22.445,2289243
4.776,-10.257,-24.126,2289244
4.947,-9.679,-23.719,2289245
3.808,-9.467,-24.233,2289246
5.819,-12.01,-25.118,2289247
6.797,-13.53,-23.717,2289248
5.36,-12.22,-25.004,2289249
8.233,-14.286,-22.03,2289250
7.967,-12.999,-23.014,2289251
6.527,-12.695,-24.226,2289252
5.463,-10.454,-24.08,2289253
6.727,-11.941,-24.027,2289255
6.54,-12.995,-23.459,2289256
6.241,-12.924,-24.406,2289257
6.1,-13.49,-24.463,2289258
3.863,-9.503,-24.926,2289259
5.976,-11.653,-24.125,2289260
5.887,-11.989,-24.447,2289261
6.106,-12.937,-24.267,2289262
6.66,-12.369,-24.218,2289263
5.986,-12.697,-25.001,2289264
5.573,-11.969,-24.697,2289265
6.589,-13.888,-23.85,2289266
6.51,-11.813,-24.429,2289267
6.781,-12.974,-24.409,2289269
6.814,-13.21,-23.876,2289270
4.804,-12.487,-24.498,2289271
3.484,-9.014,-23.141,2289273
5.772,-12.3,-24.984,2289275
4.396,-8.732,-23.384,2289278
5.919,-12.268,-24.685,2289279
5.522,-11.356,-24.349,2289280
6.961,-13.473,-23.858,2289281
5.541,-11.124,-24.397,2289282
6.245,-12.713,-24.581,2289283
5.529,-13.189,-24.58,2289284
6.091,-12.575,-24.567,2289285
5.192,-12.617,-24.836,2289286
5.145,-12.316,-24.699,2289287
2.684,-9.915,-23.699,2289288
5.219,-12.005,-25.033,2289289
7.089,-12.902,-23.912,2289290
3.803,-8.546,-22.844,2289291
5.554,-12.448,-25.091,2289292
3.664,-8.878,-23.443,2289293
6.788,-13.555,-23.398,2289294
5.209,-12.687,-24.542,2289295
3.774,-10.265,-24.177,2289296
3.001,-8.247,-22.468,2289297
7.179,-13.328,-23.58,2289298
4.504,-9.871,-23.154,2289299
6.584,-13.45,-23.653,2289300
4.252,-8.825,-23.354,2289301
5.977,-12.439,-24.914,2289302
6.509,-11.782,-23.805,2289304
5.306,-13.39,-24.056,2289305
5.017,-12.02,-24.88,2289306
5.15,-12.03,-25.019,2289307
2.85,-9.836,-22.681,2289308
5.163,-12.833,-24.071,2289309
6.456,-12.304,-24.508,2289311
4.399,-11.233,-24.643,2289312
5.479,-11.487,-24.575,2289313
5.147,-10.781,-24.36,2289314
5.42,-11.794,-24.881,2289315
4.705,-13.009,-24.497,2289316
5.748,-12.655,-23.222,2289317
7.92,-13.11,-22.696,2289318
6.428,-12.707,-24.722,2289319
6.356,-13.886,-23.447,2289320
2.794,-8.559,-22.289,2289321
4.557,-12.347,-24.774,2289322
5.791,-12.137,-24.994,2289323
6.967,-13.623,-23.965,2289324
5.215,-12.366,-24.305,2289325
5.808,-13.514,-23.744,2289327
6.307,-11.552,-23.197,2289329
5.552,-12.302,-24.507,2289331
7.053,-13.226,-23.771,2289332
3.21,-8.036,-22.664,2289333
3.158,-8.235,-22.538,2289334
3.583,-9.198,-23.709,2289335
3.432,-10.449,-24.238,2289336
4.26,-10.854,-24.379,2289337
2.944,-8.11,-22.463,2289338
5.158,-10.179,-23.97,2289339
4.925,-9.97,-24.014,2289340
4.849,-10.053,-23.87,2289341
3.524,-9.908,-23.466,2289342
3.185,-8.715,-22.673,2289343
3.736,-7.993,-23.112,2289344
5.426,-10.167,-23.847,2289345
5.745,-12.128,-24.872,2289346
1.917,-9.332,-22.226,2289347
3.042,-11.558,-23.729,2289348
3.251,-10.325,-24.173,2289349
4.449,-9.981,-24.278,2289350
2.426,-11.491,-23.086,2289351
4.362,-9.888,-23.853,2289352
2.961,-9.756,-22.038,2289353
2.527,-12.959,-23.155,2289354
16.033,-5.67,-6.282,2289355
2.718,-14.049,-22.472,2289356
5.193,-10.442,-24.037,2289357
3.68,-11.179,-24.068,2289358
1.54,-11.29,-23.035,2289359
3.666,-10.736,-24.195,2289360
2.589,-12.802,-23.277,2289361
2.838,-13.501,-22.957,2289362
2.295,-10.947,-23.131,2289363
5.357,-10.052,-23.613,2289364
18.291,-11.885,-10.962,2289365
2.91,-8.329,-22.546,2289366
3.494,-6.399,-22.962,2289367
2.673,-13.226,-23.097,2289368
2.077,-12.33,-23.242,2289370
2.832,-8.645,-23.045,2289371
2.321,-11.281,-23.524,2289372
2.205,-12.182,-23.244,2289373
3.502,-6.597,-22.984,2289374
2.916,-8.246,-22.452,2289375
3.958,-8.432,-24.324,2289376
2.945,-8.357,-22.42,2289377
2.121,-9.304,-22.492,2289378
3.527,-10.335,-23.231,2289379
3.942,-7.741,-24.267,2289380
2.823,-8.417,-22.304,2289382
3.816,-8.526,-24.509,2289383
3.479,-6.522,-22.967,2289384
4.539,-8.831,-23.14,2289386
2.344,-9.526,-22.382,2289387
1.367,-12.311,-23.055,2289388
6.094,-11.638,-24.312,2289389
3.909,-7.096,-23.832,2289390
3.14,-12.435,-23.466,2289391
3.554,-6.394,-22.983,2289392
5.342,-9.893,-23.455,2289393
2.894,-13.321,-23.149,2289394
4.931,-12.788,-23.925,2289395
4.231,-9.235,-24.516,2289396
2.876,-8.359,-22.527,2289397
2.513,-10.424,-23.148,2289398
5.473,-10.549,-24.058,2289399
2.906,-11.316,-23.544,2289400
4.115,-7.484,-23.91,2289401
3.15,-12.421,-23.568,2289403
4.342,-9.952,-24.566,2289404
3.532,-6.135,-22.882,2289406
2.874,-8.236,-22.511,2289407
1.799,-11.415,-23.266,2289408
5.699,-11.835,-24.651,2289409
3.281,-9.995,-21.164,2289410
3.974,-7.863,-24.438,2289411
3.516,-6.196,-22.885,2289412
3.463,-7.9,-22.843,2289414
5.246,-10.412,-23.865,2289415
3.761,-9.483,-23.482,2289416
1.632,-11.492,-23.112,2289418
4.96,-12.526,-24.137,2289419
2.348,-12.507,-23.276,2289420
4.425,-10.057,-23.797,2289424
3.369,-9.191,-22.456,2289425
2.758,-14.066,-22.493,2289426
5.861,-13.717,-23.567,2289427
3.283,-7.483,-22.977,2289430
2.699,-13.768,-22.71,2289431
5.632,-12.424,-24.029,2289432
7.231,-12.231,-22.691,2289433
3.479,-6.6,-23.06,2289434
5.089,-13.274,-24.053,2289436
3.016,-11.383,-22.995,2289437
3.905,-10.599,-23.297,2289438
2.307,-8.988,-22.333,2289439
2.341,-11.431,-23.48,2289440
5.327,-12.414,-24.528,2289442
2.32,-8.989,-22.392,2289443
4.186,-9.384,-24.428,2289444
3.925,-9.809,-24.583,2289445
3.507,-6.274,-22.935,2289446
3.805,-11.341,-24.366,2289447
3.508,-6.469,-23.023,2289448
4.763,-11.057,-24.384,2289449
5.094,-9.72,-23.942,2289450
4.093,-9.472,-23.004,2289451
4.849,-10.131,-24.139,2289452
2.774,-11.858,-23.501,2289453
2.397,-11.412,-23.462,2289454
2.934,-7.925,-22.547,2289455
1.825,-11.507,-23.272,2289456
5.592,-12.211,-24.744,2289457
3.238,-8.41,-22.723,2289458
4.782,-9.694,-23.77,2289460
3.968,-8.372,-23.514,2289461
4.282,-11.552,-23.408,2289462
2.069,-10.81,-23.157,2289463
4.209,-7.468,-23.853,2289464
1.965,-12.035,-23.207,2289466
5.305,-11.283,-24.619,2289467
1.982,-10.705,-23.105,2289468
2.907,-8.265,-22.44,2289469
3.031,-7.449,-22.636,2289470
3.973,-7.434,-24.086,2289472
5.527,-10.728,-24.505,2289473
3.028,-8.282,-22.526,2289474
6.96,-12.965,-23.892,2289475
5.16,-10.844,-24.601,2289476
2.32,-11.936,-23.088,2289477
3.966,-7.473,-24,2289478
3.798,-7.827,-23.759,2289479
1.921,-10.626,-23.103,2289480
3.894,-7.516,-24.051,2289481
4.783,-8.427,-23.391,2289482
4.274,-12.696,-23.775,2289484
2.841,-13.21,-23.168,2289485
1.704,-10.782,-23.042,2289486
3.388,-6.829,-22.9,2289487
2.316,-12.391,-23.133,2289488
4.605,-13.057,-24.012,2289489
6.64,-11.979,-23.948,2289490
3.703,-7.78,-23.559,2289491
1.985,-12.07,-23.172,2289492
2.966,-12.446,-23.445,2289493
2.985,-13.523,-23.029,2289494
3.978,-7.343,-23.919,2289495
2.097,-13.18,-22.913,2289496
2.424,-13.054,-23.084,2289497
3.966,-7.335,-24.053,2289498
6.498,-12.847,-24.159,2289499
7.531,-4.843,-9.414,2289500
5.252,-12.228,-24.366,2289501
1.985,-9.836,-22.735,2289502
4.223,-9.038,-23.317,2289503
3.813,-6.895,-23.708,2289504
1.877,-11.755,-23.316,2289505
3.517,-6.164,-22.877,2289508
2.497,-12.354,-23.269,2289509
4.141,-9.899,-24.09,2289510
5.689,-11.11,-23.788,2289511
5.63,-12.192,-24.905,2289513
3.971,-9.285,-23.457,2289514
8.103,-13.083,-22.481,2289515
10.543,-2.036,-7.275,2289516
6.334,-11.882,-24.227,2289517
4.304,-7.599,-23.86,2289519
2.448,-11.448,-23.539,2289520
6.175,-14.015,-23.444,2289521
6.32,-12.589,-24.294,2289522
2.83,-14.038,-22.551,2289523
4.015,-7.756,-24.035,2289524
3.522,-6.582,-23.057,2289525
2.308,-11.313,-23.485,2289526
3.531,-6.607,-23.067,2289527
2.772,-14.083,-22.487,2289528
4.007,-8.154,-24.13,2289529
1.624,-11.442,-23.179,2289530
6.328,-12.733,-24.586,2289531
2.632,-8.053,-22.923,2289532
2.09,-12.658,-23.147,2289533
3.908,-10.647,-24.295,2289534
2.304,-9.558,-22.505,2289535
2.305,-9.616,-22.528,2289536
2.71,-12.195,-23.314,2289537
8.055,-13.039,-22.507,2289538
3.856,-12.574,-23.988,2289539
3.52,-6.349,-22.973,2289540
6.393,-12.551,-23.336,2289541
1.893,-12.04,-23.188,2289542
4.228,-10.562,-24.498,2289543
3.736,-8.279,-24.401,2289544
2.098,-11.409,-23.331,2289545
3.247,-13.335,-23.229,2289546
6.195,-14.211,-23.19,2289547
2.453,-11.46,-23.468,2289548
3.253,-9.759,-22.282,2289549
2.336,-9.715,-22.562,2289550
3.263,-8.054,-22.554,2289551
3.369,-8.316,-22.579,2289553
4.753,-11.946,-24.503,2289554
4.95,-10.374,-24.933,2289555
4.016,-7.983,-24.156,2289556
3.356,-7.816,-22.727,2289557
4.76,-10.266,-24.954,2289558
1.975,-9.598,-22.653,2289559
4.624,-7.944,-23.498,2289561
4.707,-7.927,-23.485,2289562
3.721,-9.549,-23.144,2289563
6.954,-11.755,-23.487,2289564
7.27,-12.343,-22.665,2289565
3.97,-8.159,-24.192,2289566
2.087,-9.678,-22.569,2289567
3.282,-10.153,-23.557,2289568
8.111,-14.162,-22.218,2289569
5.299,-12.93,-24.16,2289570
5.544,-11.494,-24.477,2289571
3.16,-8.118,-22.556,2289572
3.451,-8.647,-22.249,2289573
7.35,-12.507,-22.756,2289575
6.354,-12.205,-23.007,2289576
6.15,-11.06,-22.899,2289577
3.873,-7.218,-23.959,2289578
6.214,-11.849,-24.185,2289579
4.071,-10.053,-24.086,2289580
4.941,-12.534,-24.685,2289581
4.654,-10.067,-23.478,2289583
2.41,-11.192,-23.435,2289585
3.362,-7.818,-22.361,2289586
6.433,-11.468,-23.128,2289587
5.965,-10.781,-22.876,2289588
6.829,-12.105,-22.938,2289589
2.766,-13.416,-23.008,2289590
3.803,-9.258,-22.888,2289591
2.738,-14.115,-22.415,2289592
5.313,-11.648,-24.603,2289593
4.54,-9.659,-24.166,2289594
3.096,-8.096,-22.51,2289595
5.567,-8.925,-23.003,2289597
2.551,-12.948,-23.154,2289598
5.072,-8.264,-23.386,2289599
6.38,-12.254,-22.811,2289600
4.291,-8.91,-22.667,2289601
4.623,-10.153,-24.35,2289602
2.78,-9.245,-23.49,2289603
3.955,-10.267,-24.516,2289604
6.573,-12.692,-24.81,2289605
1.814,-10.762,-23.092,2289606
6.69,-13.051,-23.247,2289607
2.105,-12.459,-23.159,2289608
4.845,-9.167,-23.357,2289609
2.182,-11.393,-23.575,2289610
5.93,-12.389,-24.402,2289611
2.891,-8.366,-22.479,2289612
3.021,-13.25,-23.194,2289613
1.665,-11.544,-23.179,2289614
6.491,-12.717,-24.409,2289615
1.901,-11.72,-23.329,2289616
1.585,-11.561,-23.079,2289617
2.732,-10.111,-23.239,2289618
6.031,-11.317,-22.465,2289619
4.694,-9.127,-23.384,2289620
4.178,-8.466,-23.303,2289621
4.203,-8.895,-22.774,2289622
3.155,-8.485,-22.476,2289623
4.008,-11.04,-23.254,2289624
3.229,-9.194,-22.53,2289625
5.548,-10.668,-23.936,2289629
4.514,-9.227,-23.805,2289630
4.424,-7.984,-23.571,2289631
6.072,-10.523,-22.861,2289632
4.29,-11.277,-23.722,2289634
3.54,-6.359,-22.954,2289635
6.171,-11.54,-23.803,2289636
3.01,-9.257,-22.077,2289637
