x,y,z,gene
13.322,17.889,-24.555,HOXB13
9.176,12.456,-3.802,HOXB2
8.604,13.377,7.389,HOXB3
9.202,12.48,-3.487,HOXB4
9.18,12.458,-3.806,HOXB5
9.099,16.927,-21.655,HOXB6
9.267,16.999,-21.683,HOXB7
9.314,17.023,-21.675,HOXB8
10.592,16.624,1.144,HOXB9
9.829,18.029,-21.569,HOXC10
10.901,20.515,-20.856,HOXC11
1.725,19.908,-29.758,HOXC13
8.964,16.897,-21.658,HOXC4
9.754,17.731,-21.564,HOXC5
9.278,17.228,-21.653,HOXC6
12.289,15.889,5.612,HOXC8
18.485,8.388,17.928,HOXC9
9.369,32.312,-10.8,HOXD1
10.204,17.874,-21.435,HOXD10
15.661,22.593,0.399,HOXD11
12.591,20.171,-23.411,HOXD13
10.184,17.889,-21.414,HOXD3
9.337,17.239,-21.634,HOXD4
8.995,17.133,-21.772,HOXD8
10.536,16.692,1.08,HOXD9
-16.936,-8.972,-23.01,HP
-9.823,-11.441,37.541,HP1BP3
-14.183,23.355,12.077,HPCA
-8.099,-14.965,6.146,HPCAL1
-14.049,23.348,12.015,HPCAL4
-19.993,-11.673,-27.024,HPD
-2.601,15.234,-29.971,HPDL
-12.49,-6.87,-20.766,HPGD
12.77,-3.368,12.239,HPGDS
-15.992,-11.232,-23.445,HPN
4.288,-17.869,-6.508,HPS1
-2.8,-7.955,10.72,HPS3
-10.737,-12.473,-1.815,HPS4
-3.889,-7.747,11.913,HPS5
-1.312,-1.883,-12.127,HPS6
14.941,-14.881,-11.375,HPSE
14.287,20.616,-19.759,HPSE2
-20.579,-12.612,-25.104,HPX
-9.475,5.237,-14.782,HR
-26.364,-6.086,5.214,HRAS
-3.828,26.515,-1.602,HRASLS
-22.997,22.348,-13.852,HRC
-10.899,13.334,-19.984,HRCT1
-19.164,-13.738,-28.231,HRG
-1.4,24.218,-1.848,HRH1
9.312,11.234,1.776,HRH2
-6.42,26.251,1.485,HRH3
-4.265,26.253,3.473,HRK
2.34,8.849,-36.942,HRNR
-7.419,-10.216,-9.489,HS1BP3
-24.21,-6.075,7.409,HS2ST1
-0.362,22.649,17.211,HS3ST1
-1.478,27.95,-0.373,HS3ST2
-2.687,13.164,-18.604,HS3ST3A1
-10.744,-8.37,-20.109,HS3ST3B1
-6.783,25.73,7.21,HS3ST4
-3.077,26.739,-1.591,HS3ST5
8.088,8.468,-25.989,HS3ST6
-24.125,-8.031,11.624,HS6ST1
-9.977,17.422,2.893,HS6ST2
-0.473,27.816,-2.345,HS6ST3
-9.632,-19.757,31.416,HSBP1
15.636,10.59,10.404,HSBP1L1
0.021,-13.876,-3.88,HSCB
-14.541,-8.654,-20.299,HSD11B1
-1.357,1.094,-33.237,HSD11B2
7.469,10.122,-19.338,HSD17B1
-12.093,-23.032,15.749,HSD17B10
-15.158,-12.89,-11.838,HSD17B11
-14.354,-19.018,24.39,HSD17B12
-16.996,-13.457,-24.074,HSD17B13
-2.857,18.603,-33.588,HSD17B14
-18.81,-9.264,-27.738,HSD17B2
-16.017,-20.339,17.722,HSD17B4
-16.804,-13.518,-29.23,HSD17B6
-16.616,-18.474,0.323,HSD17B7
7.525,28.258,-26.119,HSD3B1
9.987,-0.019,19.077,HSD3B2
-13.355,-12.051,-14.713,HSD3B7
-10.205,-8.931,13.404,HSDL1
-17.063,-17.821,-0.322,HSDL2
-12.145,-18.688,1.477,HSF1
-4.815,-1.998,30.447,HSF2
-3.054,18.685,-33.637,HSF2BP
1.896,8.943,-15.343,HSF4
-5.405,26.468,-22.55,HSF5
19.801,-11.586,-19.984,HSH2D
-0.887,-17.179,40.761,HSP90AA1
0.416,-17.185,41.586,HSP90AB1
-2.319,-17.282,40.458,HSP90B1
-15.507,18.812,13.441,HSPA12A
4.61,5.322,6.103,HSPA12B
-19.207,-4.537,17.558,HSPA13
-14.06,-27.462,15.027,HSPA14
8.429,-12.801,-4.202,HSPA1A
8.412,-12.794,-4.205,HSPA1B
0.001,5.713,-13.761,HSPA1L
-4.74,0.364,2.828,HSPA2
-15.738,-16.541,33.657,HSPA4
-8.225,-1.819,29.914,HSPA4L
-2.695,-17.317,40.46,HSPA5
0.402,-17.206,41.588,HSPA8
-9.181,-20.075,36.509,HSPA9
-18.391,2.204,-11.453,HSPB1
5.321,-1.607,22.596,HSPB11
-22.442,21.941,-15.257,HSPB2
-20.194,22.862,-17.624,HSPB3
-23.929,20.551,-12.366,HSPB6
-22.899,21.922,-13.551,HSPB7
-15.405,-1.821,-14.255,HSPB8
0.527,25.192,-21.512,HSPB9
-2.394,-16.39,-9.534,HSPBAP1
-9.32,-24.016,7.691,HSPBP1
-9.109,-20.215,36.477,HSPD1
-6.521,-22.104,32.154,HSPE1
-25.147,1.698,-5.069,HSPG2
-22.319,-15.971,28.03,HSPH1
-4.788,-11.293,-11.373,HTATIP2
-15.061,-12.452,21.95,HTATSF1
-1.706,27.756,0.917,HTR1A
-1.211,12.93,6.383,HTR1B
9.753,18.691,2.518,HTR1D
1.2,28.751,-1.876,HTR1F
-1.087,23.628,-5.086,HTR2A
11.571,10.154,-16.221,HTR2B
-6.015,26.72,1.183,HTR2C
-0.965,29.164,-4.231,HTR3A
14.266,15.344,7.028,HTR3B
0.027,28.785,-1.542,HTR4
-3.092,27.785,0.829,HTR5A
0.678,28.317,-3.134,HTR6
-2.439,27.65,-2.43,HTR7
-17.956,9.669,-4.872,HTRA1
-9.795,-21.968,-0.064,HTRA2
-13.374,9.308,-16.299,HTRA3
4.375,11.927,-25.317,HTRA4
-20.346,-5.553,26.24,HTT
-7.298,8.529,-7.55,HUNK
5.769,-8.599,13.898,HUS1
17.231,16.654,-22.367,HUS1B
-8.63,-13.159,38.88,HUWE1
17.75,-18.854,-10.891,HVCN1
4.464,-7.992,6.644,HYAL1
-16.632,-8.801,-11.209,HYAL2
13.212,4.314,15.999,HYAL3
-4.743,27.116,-19.714,HYDIN
-11.261,-9.013,-15.962,HYI
5.01,-2.277,18.965,HYKK
6.309,1.282,0.524,HYLS1
-18.306,-13.294,29.908,HYOU1
-2.68,-10.557,27.058,HYPK
-14.984,-20.457,-2.05,IAH1
-9.438,30.531,-10.751,IAPP
-20.054,-18.735,20.611,IARS
-24.153,-10.483,17.279,IARS2
-1.311,-4.793,-9.365,IBA57
11.536,19.303,-20.296,IBSP
-22.978,-15.001,8.935,IBTK
-7.867,0.088,2.378,ICA1
7.8,3.755,16.956,ICA1L
11.566,-19.358,-6.485,ICAM1
17.459,-23.321,-12.836,ICAM2
14.475,-1.748,-18.846,ICAM4
-9.998,26.452,6.152,ICAM5
-23.963,-8.974,13.138,ICE1
-3.726,-14.777,-5.965,ICE2
-4.268,-3.807,13.573,ICK
-24.321,-7.021,1.622,ICMT
23.1,-17.089,-21.726,ICOS
-17.213,1.495,-11.709,ID1
-11.756,-8.882,21.954,ID2
-20.164,-1.1,-10.68,ID3
-7.345,22.55,-1.731,ID4
-20.209,-22.644,12.966,IDE
-14.354,-19.055,24.29,IDH1
-18.387,-21.499,16.749,IDH2
-12.74,-21.858,30.463,IDH3A
-11.761,-21.342,31.288,IDH3B
-11.699,-21.346,31.027,IDH3G
-30.931,-10.833,20.913,IDI1
15.727,19.996,-0.784,IDI2
-1.392,-22.78,11.017,IDNK
13.858,11.485,-15.775,IDO1
-15.265,-12.452,-26.372,IDO2
-20.78,1.302,18.158,IDS
2.857,-11.935,-5.188,IDUA
-7.285,-26.292,8.37,IER2
9.066,-13.796,-4.331,IER3
-5.313,-23.081,24.338,IER3IP1
-20.738,-6.236,3.183,IER5
-6.66,6.015,-10.157,IER5L
-2.855,-4.175,25.355,IFFO1
-15.011,-6.113,-6.673,IFFO2
10.144,-22.559,0.911,IFI27
-9.063,-24.222,1.783,IFI30
11.302,-19.627,-7.366,IFI35
13.352,-18.405,-10.724,IFI44
12.522,-19.115,-9.64,IFIH1
12.81,-18.554,-10.191,IFIT1
12.362,-17.326,-10.145,IFIT2
12.38,-17.99,-10.798,IFIT3
14.367,-6.129,-20.297,IFITM1
-0.04,12.359,5.207,IFITM10
-2.636,-32.478,16.361,IFITM2
-2.626,-32.492,16.34,IFITM3
12.712,9.658,-19.716,IFITM5
18.541,21.998,-3.018,IFNA16
-16.625,-10.648,17.307,IFNAR1
10.307,-22.984,0.475,IFNAR2
24.133,-15.355,-23.188,IFNG
11.662,-23.877,0.912,IFNGR1
-10.222,-14.406,16.546,IFNGR2
19.385,17.129,-14.623,IFNK
11.035,12.138,3.852,IFNLR1
-17.161,-27.55,15.039,IFRD1
-6.343,-23.277,-3.254,IFRD2
-5.335,0.327,2.606,IFT122
-5.403,-14.434,-5.923,IFT140
-14.94,-1.891,0.013,IFT172
-2.77,-10.741,29.078,IFT20
-6.829,-0.644,4.005,IFT22
-2.818,-18.608,0.292,IFT27
-3.875,-1.913,2.308,IFT43
-6.802,-7.717,23.734,IFT46
-9.102,-21.188,5.511,IFT52
-6.595,-0.374,3.403,IFT57
-5.991,-0.198,3.586,IFT74
-1.851,-5.563,28.625,IFT80
-5.222,0.611,2.414,IFT81
1.107,-1.921,7.246,IFT88
-12.56,-22.735,15.025,IGBP1
5.063,22.204,-10.226,IGDCC3
-12.645,9.799,-4.296,IGDCC4
-15.664,-13.25,-17.36,IGF1
-15.256,-2.934,27.017,IGF1R
-17.374,3.674,-7.798,IGF2
1.66,-28.096,-5.98,IGF2BP1
1.702,-27.955,-4.71,IGF2BP2
-3.214,-2.726,31.756,IGF2BP3
-25.946,-12.789,17.351,IGF2R
-15.761,-9.054,-27.711,IGFALS
-16.235,-12.583,-29.757,IGFBP1
-8.795,-11.982,-16.817,IGFBP2
-15.913,6.664,-12.472,IGFBP3
-9.482,-13.408,32.712,IGFBP4
-22.75,2.306,-3.74,IGFBP5
-13.028,9.869,-15.49,IGFBP6
-19.073,2.179,-13.403,IGFBP7
-0.684,19.749,-4.042,IGFBPL1
10.944,6.938,-18.924,IGFLR1
4.05,25.152,-13.767,IGFN1
18.119,-15.144,-25.023,IGHD
17.983,-15.207,-26.963,IGHG1
17.97,-15.198,-27.215,IGHG3
18.187,-22.773,-8.359,IGHM
-1.75,-8.139,-9.526,IGHMBP2
17.858,-14.629,-30.225,IGHV1-12
17.884,-14.721,-29.376,IGHV3-6
-12.718,13.764,6.241,IGIP
18.242,-15.373,-24.157,IGKC
18.08,-15.197,-25.582,IGLC1
18.076,-15.2,-25.638,IGLC2
18.063,-15.196,-25.8,IGLC3
18.313,-13.703,-29.965,IGLL1
-3.305,16.14,4.883,IGLON5
-2.751,30.139,-4.822,IGSF1
-13.594,7.946,-12.196,IGSF10
2.373,1.496,26.582,IGSF11
-4.865,27.044,0.796,IGSF21
0.113,-1.002,-31.884,IGSF23
-7.975,1.286,23.451,IGSF3
-6.72,-2.868,-28.506,IGSF5
17.696,-16.851,-9.729,IGSF6
-23.698,-0.457,8.279,IGSF8
-7.96,6.85,-8.644,IGSF9
-3.878,17.504,-6.186,IGSF9B
0.114,-0.087,-31.606,IHH
-13.993,-17.292,30.715,IK
3.167,-0.799,15.653,IKBIP
-20.025,-23.821,14.457,IKBKAP
-12.585,-10.349,25.061,IKBKB
11.866,-18.647,-7.932,IKBKE
-13.646,-7.885,20.052,IKBKG
17.558,-22.933,-7.633,IKZF1
8.518,-4.075,8.728,IKZF2
22.287,-17.722,-21.591,IKZF3
-2.652,11.931,5.838,IKZF4
-3.76,-6.92,14.844,IKZF5
19.574,2.716,-20.823,IL10
17.873,-18.3,-11.232,IL10RA
9.942,-22.661,0.145,IL10RB
14.355,8.224,12.561,IL11
15.69,-4.803,-21.26,IL12A
16.61,-11.536,-18.713,IL12B
22.566,-14.977,-21.513,IL12RB1
19.978,-12.879,-19.905,IL12RB2
-13.524,-6.906,-12.571,IL13RA1
10.822,8.967,-25.538,IL13RA2
14.404,-16.802,-13.443,IL15
11.866,-19.008,-9.344,IL15RA
17.58,-23.693,-8.188,IL16
17.817,25.516,-15.189,IL17B
18.524,13.733,-17.803,IL17C
-1.455,20.426,-8.694,IL17D
12.638,3.625,17.497,IL17F
12.087,-23.132,-0.094,IL17RA
6.704,-0.909,-25.008,IL17RB
-5.837,-2.263,-25.457,IL17RC
-10.681,5.182,-8.945,IL17RD
13.097,12.576,19.424,IL17RE
-1.22,1.347,-15.363,IL18
1.732,-3.73,-5.522,IL18BP
18.061,-10.895,-3.907,IL18R1
17.838,-11.101,-3.864,IL18RAP
17.803,-14.297,-13.803,IL1A
17.747,-14.871,-14.052,IL1B
-20,-3.776,-11.991,IL1R1
19.402,-11.506,-18.375,IL1R2
-21.398,6.851,-2.173,IL1RAP
-6.552,26.236,7.046,IL1RAPL1
9.872,18.209,5.497,IL1RAPL2
9.088,-1.027,9.705,IL1RL1
13.738,-9.671,-8.942,IL1RL2
15.691,-15.365,-10.055,IL1RN
37.488,9.53,-1.221,IL2
12.026,24.358,-17.286,IL20RA
13.896,7.645,6.75,IL20RB
16.772,21.638,0.021,IL21
17.849,-23.748,-9.265,IL21R
5.43,0.015,-30.988,IL22RA1
19.58,-1.011,-22.006,IL22RA2
5.299,23.616,-22.315,IL23A
11.961,21.864,-32.89,IL23R
17.325,-10.602,-18.221,IL27
22.098,-18.041,-20.383,IL27RA
18.706,-11.058,-4.581,IL2RA
23.058,-17.683,-21.511,IL2RB
15.896,-22.693,-7.074,IL2RG
4.044,10.655,-34.832,IL31RA
-9.063,8.959,-17.992,IL33
-5.606,19.632,-4.777,IL34
-0.435,0.71,-14.044,IL3RA
3.105,19.72,-5.408,IL4
17.449,-13.596,-23.451,IL4I1
18.965,21.609,-16.699,IL5
11.427,6.273,11.957,IL5RA
15.927,-11.851,-18.267,IL6
-25.601,-10.297,25.539,IL6ST
13.328,11.965,5.357,IL7
17.357,-18.679,-14.056,IL7R
19.011,-12.194,-23.922,IL9R
11.171,6.622,3.507,ILDR1
-13.277,18.256,9.077,ILDR2
-7.984,-12.579,35.784,ILF2
-14.79,-15.1,29.706,ILF3
-20.502,-19.599,22.168,ILK
-14.253,-23.527,12.63,ILKAP
-10.762,-11.525,-6.928,ILVBL
-4.67,-23.775,14.499,IMMP1L
0.659,-4.52,-12.915,IMMP2L
-8.295,-14.475,36.94,IMMT
-6.232,-26.282,11.886,IMP3
-14.092,-26.928,15.742,IMP4
-11.462,-19.355,18.907,IMPA1
-1.164,-23.345,-6.324,IMPA2
-17.465,-4.802,29.843,IMPACT
-22.134,-8.032,26.73,IMPAD1
-22.664,-15.398,1.384,IMPDH1
-14.214,-23.335,28.262,IMPDH2
15.313,21.567,-1.082,IMPG1
10.655,11.878,3.22,IMPG2
-14.777,22.454,15.666,INA
-7.346,-2.988,-4.064,INAFM1
-1.942,5.759,-18.3,INCA1
-1.603,-31.254,-8.828,INCENP
-23.577,-0.947,2.685,INF2
-11.239,-19.946,13.167,ING1
-4.397,-12.403,0.034,ING2
-7.834,-20.807,2.629,ING3
-2.917,-11.165,28.646,ING4
-0.098,-13.155,10.559,ING5
-6.251,22.73,0.894,INHA
-11.384,12.602,-14.829,INHBA
-8.057,9.156,-15.125,INHBB
-15.021,-12.777,-30.335,INHBC
-14.581,-12.762,-30.467,INHBE
0.401,-8.498,21.817,INIP
-16.987,-9.207,-23.939,INMT
-19.349,-11.024,4.076,INO80
-0.307,-6.824,-7.042,INO80B
-9.294,-21.75,-0.135,INO80C
-7.647,-4.818,32.116,INO80D
-2.18,-8.645,23.225,INO80E
0.826,-1.786,21.784,INPP1
-7.275,-2.663,30.663,INPP4A
4.187,-8.291,-4.592,INPP4B
-21.966,-2.606,-1.275,INPP5A
-16.532,-13.913,-0.451,INPP5B
17.527,-23.367,-7.048,INPP5D
-9.366,-11.671,2.593,INPP5E
-18.855,1.378,24.034,INPP5F
-8.321,23.777,1.602,INPP5J
-16.687,-13.87,6.479,INPP5K
-23.344,-7.574,-1.308,INPPL1
0.194,24.082,17.625,INSC
-14.337,-18.861,24.084,INSIG1
-20.331,-3.837,12.644,INSIG2
11.701,3,-20.462,INSL3
11.494,25.463,-15.894,INSL5
14.547,-13.362,-16.576,INSL6
-8.834,29.377,-7.933,INSM1
8.72,32.218,-9.85,INSM2
-14.365,-5.416,22.054,INSR
7.819,10.376,11.111,INSRR
-26.26,-11.911,3.641,INTS1
-6.578,-7.74,21.113,INTS10
-7.194,-21.461,0.732,INTS12
-8.406,-6.646,18.987,INTS2
-25.912,-11.937,3.782,INTS3
-14.676,-20.846,8.777,INTS4
-8.176,-22.002,-4.1,INTS5
-3.137,-9.309,12.43,INTS6
-4.731,-10.315,25.234,INTS7
-9.144,-7.225,19.726,INTS8
-9.01,-22.322,-0.228,INTS9
10.805,0.426,14.32,INTU
4.266,-1.87,22.479,INVS
-20.72,-5.693,27.324,IP6K1
-19.689,-3.95,8.942,IP6K2
-19.827,24.42,-16.508,IP6K3
0.521,16.642,1.824,IPCEF1
-22.045,-9.87,6.385,IPMK
-15.194,-25.099,9.854,IPO11
-23.205,-0.895,8.089,IPO13
-19.993,-23.739,14.245,IPO4
-19.426,-21.125,26.98,IPO5
-14.91,-15.012,32.498,IPO7
-22.561,-10.904,12.856,IPO8
-22.125,-11.774,23.706,IPO9
-2.735,-5.441,-7.957,IPP
-4.174,-13.57,-4.426,IPPK
-3.122,-2.547,28.741,IQCB1
-2.361,-10.338,0.79,IQCC
-3.373,24.879,-18.541,IQCD
-5.327,-0.363,1.541,IQCE
3.042,29.941,-22.963,IQCF3
1.342,1.169,-5.671,IQCG
8.786,13.729,4.059,IQCH
18.443,23.219,-11.519,IQCJ
1.331,22.681,16.149,IQCK
-17.003,-13.327,33.097,IQGAP1
-16.792,-18.7,-3.195,IQGAP2
7.42,-8.267,14.24,IQGAP3
-8.686,-6.608,34.58,IQSEC1
-15.119,8.362,3.505,IQSEC2
-9.876,22.072,9.333,IQSEC3
-4.729,27.589,-20.475,IQUB
-10.645,-12.251,32.507,IRAK1
-3.947,0.462,0.457,IRAK1BP1
11.091,-19.189,-0.075,IRAK2
13.555,-15.681,-12.572,IRAK3
10.893,-18.425,-3.142,IRAK4
-23.875,-10.683,16.484,IREB2
11.114,-23.148,0.09,IRF1
11.029,-22.796,0.367,IRF2
-12.701,-9.158,-4.048,IRF2BP1
-16.192,-7.039,24.12,IRF2BP2
-23.427,-6.538,11.112,IRF2BPL
-21.535,-19.281,5.084,IRF3
20.175,-16.267,-21.35,IRF4
16.966,-17.545,-8.337,IRF5
-5.959,-4.959,-25.869,IRF6
12.331,-19.127,-9.348,IRF7
17.97,-19.072,-7.803,IRF8
11.222,-22.833,0.38,IRF9
-19.377,-0.468,3.742,IRGQ
-15.746,6.958,-12.41,IRS1
-23.607,-5.342,9.569,IRS2
-3.035,29.092,-2.996,IRS4
-6.593,11.465,-16.375,IRX1
-6.43,11.188,-16.361,IRX2
-6.657,11.349,-16.344,IRX3
3.45,11.273,-35.804,IRX4
-6.577,11.556,-16.382,IRX5
12.58,24.285,-13.799,IRX6
-24.712,-4.884,23.328,ISCA1
-4.548,-23.141,14.989,ISCA2
-10.516,-21.494,23.757,ISCU
13.177,-18.056,-10.322,ISG15
12.621,-18.378,-11.225,ISG20
-12.084,-27.786,5.228,ISG20L2
-8.778,29.09,-8.796,ISL1
8.392,32.625,-9.719,ISL2
-13.518,9.195,-15.608,ISLR
-9.31,23.989,2.862,ISLR2
-8.219,12.536,-17.003,ISM1
4.921,12.869,-21.642,ISM2
-20.429,-17.31,9.65,ISOC1
-0.64,6.185,-11.633,ISPD
-14.055,-16.713,29.1,IST1
-1.844,-2.606,-35.303,ISX
-3.936,-9.556,22.775,ISY1
-14.187,-27.08,10.054,ISYNA1
-15.169,-10.572,30.08,ITCH
-22.907,-4.236,24.556,ITFG1
-3.614,-3.158,29.768,ITFG2
-17.751,2.346,-13.977,ITGA1
0.726,6.547,-14.664,ITGA10
-10.541,11.881,-15.181,ITGA11
-1.174,0.77,-28.795,ITGA2
11.996,-9.67,-11.678,ITGA2B
-14.553,-3.66,-11.405,ITGA3
15.421,-22.863,-2.238,ITGA4
-12.598,-18.724,-12.038,ITGA5
-25.059,-14.184,15.654,ITGA6
-13.65,8.581,-16.898,ITGA7
-11.49,11.449,-18.264,ITGA8
-10.542,0.279,-9.875,ITGA9
13.387,5.909,-17.106,ITGAD
4.125,3.666,-18.337,ITGAE
17.008,-22.155,-7.892,ITGAL
17.366,-16.085,-7.521,ITGAM
-26.115,-13.391,10.336,ITGAV
17.757,-14.628,-13.928,ITGAX
-18.517,-17.475,31.424,ITGB1
-7.701,-18.298,4.869,ITGB1BP1
-22.362,22.977,-14.577,ITGB1BP2
17.325,-21.928,-7.422,ITGB2
10.284,-13.604,-9.672,ITGB3
5.257,-3.549,9.718,ITGB3BP
-4.082,-4.604,-22.944,ITGB4
-18.443,-1.301,-10.881,ITGB5
12.586,11.555,12.235,ITGB6
18.214,-21.889,-11.301,ITGB7
-3.571,22.825,17.058,ITGB8
-6.23,18.167,-3.577,ITGBL1
-19.786,-12.564,-26.131,ITIH1
-19.888,-12.451,-24.683,ITIH2
-14.601,-10.434,-22.736,ITIH3
-20.133,-12.634,-24.962,ITIH4
-16.097,1.389,-17.048,ITIH5
23.029,-17.944,-21.154,ITK
-1.642,-2.367,-35.204,ITLN1
-16.215,2.368,-18.179,ITM2A
-2.54,-18.111,40.668,ITM2B
-23.777,-3.775,24.13,ITM2C
-8.847,-24.345,12.711,ITPA
-16.28,-13.327,3.478,ITPK1
-10.236,26.474,6.074,ITPKA
9.955,-21.292,-1.231,ITPKB
2.836,-3.552,2.143,ITPKC
-8.823,-6.558,34.567,ITPR1
10.188,-21.363,-0.556,ITPR2
-14.634,-12.058,-6.853,ITPR3
10.882,-18.354,-2.966,ITPRIPL1
1.222,-18.423,-14.841,ITPRIPL2
-19.091,-4.691,25.959,ITSN1
-19.805,-10.881,17.14,ITSN2
-12.391,-6.28,23.473,IVD
2.152,8.57,-37,IVL
-14.311,-16.281,34.028,IVNS1ABP
-16.301,-9.84,22.374,IWS1
-16.487,-11.188,-27.525,IYD
2.503,24.172,-20.872,IZUMO1
22.976,-15.163,-22.936,IZUMO1R
-1.622,2.072,-7.161,IZUMO4
-20.544,-16.876,9.875,JADE1
-3.224,-6.96,10.574,JADE2
-2.443,-14.383,-8.736,JADE3
-20.309,1.297,-11.56,JAG1
-6.574,12.031,-3.803,JAG2
-6.72,-22.645,13.835,JAGN1
-15.732,-13.573,33.977,JAK1
-21.428,-9.127,5.933,JAK2
12.868,-22.833,-6.132,JAK3
3.711,0.53,21.452,JAKMIP1
-10.771,22.429,11.867,JAKMIP2
-5.409,25.26,5.297,JAKMIP3
-6.172,-5.685,9.769,JAM2
-19.382,9.685,-3.303,JAM3
-17.18,-10.778,21.867,JARID2
-6.534,18.561,1.933,JAZF1
17.59,-14.029,-23.738,JCHAIN
-3.825,-0.296,-10.057,JDP2
-4.691,-2.139,30.721,JKAMP
-16.683,-10.715,29.297,JMJD1C
1.762,-4.522,18.591,JMJD4
-12.116,-26.831,6.076,JMJD6
1.084,-3.852,-10.636,JMJD7
-13.359,-19.199,18.023,JMJD8
-23.586,-5.459,9.738,JMY
-23.811,-7.2,2.687,JOSD1
-4.014,-14.843,1.017,JOSD2
-6.808,11.908,0.197,JPH1
-22.518,22.109,-14.162,JPH2
-13.055,21.121,11.533,JPH3
-14.13,20.9,13.871,JPH4
-1.519,0.811,-11.078,JRK
-2.966,-1.573,-7.614,JRKL
-19.553,24.247,-16.124,JSRP1
-7.384,-25.58,10.838,JTB
-12.604,-0.528,31.739,JUN
0.319,-31.448,17.049,JUNB
-22.466,-5.974,18.044,JUND
-28.094,-12.609,17.135,JUP
-14.982,14.645,16.901,KALRN
-15.793,-1.418,-13.753,KANK1
-20.477,0.213,-10.333,KANK2
-14.439,3.325,-21.076,KANK3
-3.815,15.92,-16.932,KANK4
-17.933,-10.962,24.912,KANSL1
-2.666,-6.733,5.599,KANSL1L
-18.265,-24.816,12.32,KANSL2
-22.899,-11.555,15.365,KANSL3
-14.883,-23.001,27.787,KARS
-18.167,-24.519,8.282,KAT2A
-13.345,-8.329,4.727,KAT2B
-12.969,-14.236,-1.053,KAT5
-19.569,-10.922,20.423,KAT6A
-15.577,-4.751,19.547,KAT6B
-16.474,-13.156,25.04,KAT7
-4.847,-2.366,25.239,KAT8
-8.994,-26.027,3.915,KATNA1
-16.592,5.68,11.701,KATNAL1
7.27,12.053,2.612,KATNAL2
-6.661,-7.605,1.53,KATNB1
-7.095,-21.571,0.88,KATNBL1
-9.04,10.271,-16.754,KAZALD1
-14.984,6.003,11.914,KAZN
-14.479,8.812,5.671,KBTBD11
8.806,16.595,1.302,KBTBD12
-1.563,17.403,-19.311,KBTBD13
-14.364,-7.068,19.675,KBTBD2
1.794,-1.591,-2.942,KBTBD3
-8.192,-22.058,5.497,KBTBD4
3.595,6.806,-18.005,KBTBD6
-6.582,-0.126,-0.97,KBTBD7
-1.286,-14.171,-10.502,KBTBD8
-26.406,-10.851,15.184,KCMF1
-2.889,23.503,16.389,KCNA1
-12.251,19.971,17.526,KCNA2
4.845,10.349,-14.585,KCNA3
-4.586,26.323,3.797,KCNA4
2.229,25.098,-12.621,KCNA5
-8.508,22.71,10,KCNA6
-19.866,24.736,-16.768,KCNA7
-8.283,16.908,7.85,KCNAB1
-11.067,13.824,0.683,KCNAB2
-6.162,22.935,1.123,KCNAB3
-16.153,17.51,14.706,KCNB1
-8.12,18.345,11.044,KCNB2
-11.891,18.865,13.843,KCNC1
-7.794,24.697,7.557,KCNC2
-11.82,21.029,4.748,KCNC3
-6.937,25.306,4.227,KCNC4
-3.184,8.111,-6.475,KCND1
-11.199,25.131,9.384,KCND2
-9.246,21.775,7.428,KCND3
12.042,21.686,-20.078,KCNE1
11.898,25.786,-12.191,KCNE2
-2.242,-3.459,-33.238,KCNE3
-11.154,13.104,-19.886,KCNE4
-8.477,25.914,5.075,KCNF1
-1.208,26.818,1.488,KCNG1
-18.684,23.463,-16.614,KCNG2
6.347,23.527,-15.504,KCNG3
3.429,25.313,-13.554,KCNG4
-10.105,24.762,6.699,KCNH1
-6.336,12.399,-3.513,KCNH2
-8.506,26.09,4.503,KCNH3
0.303,23.595,-3.1,KCNH4
-1.313,27.501,-1.226,KCNH5
-8.502,29.063,-9.484,KCNH6
-9.282,16.629,12.351,KCNH7
1.222,27.914,-4.575,KCNH8
-4.364,23.88,6.426,KCNIP1
-10.64,25.546,6.26,KCNIP2
-8.296,18.411,6.938,KCNIP3
-10.275,21.538,9.758,KCNIP4
12.878,12.999,-30.322,KCNJ1
-3.475,22.779,17.55,KCNJ10
-10.262,28.322,-8.963,KCNJ11
-4.188,22.309,-8.234,KCNJ12
13.532,19.721,-3.884,KCNJ13
1.452,21.465,-10.275,KCNJ14
11.292,10.924,12.353,KCNJ15
8.309,17.177,7.368,KCNJ16
-1.196,10.754,6.514,KCNJ2
-10.19,25.544,8.51,KCNJ3
-9.593,26.642,5.926,KCNJ4
6.842,13.503,8.278,KCNJ5
-1.864,27.986,1.205,KCNJ6
-11.715,12.731,-19.755,KCNJ8
-10.416,25.683,7.687,KCNJ9
-13.847,17.621,7.906,KCNK1
0.419,26.423,-2.865,KCNK10
8.445,13.961,-16.204,KCNK12
16.066,-9.603,-16.634,KCNK13
-9,30.043,-10.91,KCNK16
-8.772,20.04,4.659,KCNK2
-6.002,15.754,4.377,KCNK3
0.132,24.986,-3.406,KCNK4
-7.665,-8.868,-19.967,KCNK5
12.594,-3.235,12.347,KCNK6
13.209,11.091,-18.086,KCNK7
-0.397,28.069,-2.391,KCNK9
-11.609,21.416,10.654,KCNMA1
11.205,8.704,11.297,KCNMB1
-8.667,29.272,-9.94,KCNMB2
8.336,25.511,-25.359,KCNMB3
-3.318,14.522,9.846,KCNMB4
